from n,tag,c/e,content,,,,,,,,,,,
482,促进,cause,人民银行内部控制的目标之一就是,15,1,8,,,,,,,,
482,促进,effect,人民银行实际履职的效率效果提高,15,1,15,,,,,,,,
483,促进,cause,政府导向的发展模式以,10,1,9,,,,,,,,
483,促进,effect,中国征信体系建设走上市场化之路,15,1,15,,,,,,,,
484,推动,cause,而购房需求增加,7,2,7,,,,,,,,
484,推动,effect,了房价的上涨,6,2,6,,,,,,,,
485,引来,cause,这一系列过度的贸易保护行为在国际上,17,4,13,,,,,,,,
485,引来,effect,一片声讨,4,3,4,,,,,,,,
485,招致,cause,他们的做法只能,7,0,0,,,,,,,,
485,招致,effect,适得其反的后果,7,0,0,,,,,,,,
486,使得,cause,业务需求的变化,7,1,7,,,,,,,,
486,使得,effect,农信系统的客户结构、盈利模式、服务方式等随之发生变化,26,1,26,,,,,,,,
486,使得,cause,金融消费习惯的改变,9,1,9,,,,,,,,
486,使得,effect,金融服务更加注重方便、快捷的客户体验,18,1,18,,,,,,,,
486,使,cause,其难点在于如何,7,0,0,,,,,,,,
486,使,effect,开源技术满足银行核心系统一致性、安全性等方面要求,24,1,24,,,,,,,,
487,使得,cause,银行理财、同业业务等的发展,13,1,13,,,,,,,,
487,使得,effect,银行总负债和M2增速之差在过去两年呈扩大趋势,22,1,22,,,,,,,,
487,使得,cause,非银金融机构以及金融创新活动的发展,17,1,17,,,,,,,,
487,使得,effect,M2、信贷和社会融资等数量指标越来越难以全面反映融资条件,28,1,28,,,,,,,,
488,促进,cause,放松产品管制,6,1,6,,,,,,,,
488,促进,effect,竞争目前税优健康险对产品设计提出了很多要求,21,1,21,,,,,,,,
488,推动,cause,竞争性的医疗服务市场,10,1,10,,,,,,,,
488,推动,effect,了美国商业健康保险探索管理医疗的经营模式与支付方式改革,27,2,27,,,,,,,,
488,使得,cause,行政体制管制与垄断,9,1,9,,,,,,,,
488,使得,effect,市场准入受到严格限制,10,1,10,,,,,,,,
491,推动,cause,自由贸易账户是上海自贸区在,13,1,6,,,,,,,,
491,推动,effect,金融改革进程中一个重要的探索和创新,17,1,17,,,,,,,,
492,因为,cause,服务体验良好而选择一家银行,13,1,6,,,,,,,,
492,因为,effect,在中国有43%的客户,10,0,0,,,,,,,,
492,因为,cause,服务体验较差而放弃一家银行,13,1,6,,,,,,,,
492,因为,effect,同样有36%的客户,9,0,0,,,,,,,,
492,导致,cause,目前外部竞争加剧,8,3,8,,,,,,,,
492,导致,effect,新客户数量减少,7,1,7,,,,,,,,
494,促进,cause,央行等10部委发布了《关于,13,0,0,,,,,,,,
494,促进,effect,互联网金融健康发展的指导意见》（以下简称《指导意见》）,27,1,7,,,,,,,,
495,带来,cause,无疑给亚洲债券市场的发展,12,6,12,,,,,,,,
495,带来,effect,了新的机遇,5,0,0,,,,,,,,
495,推动,cause,国家发改委、外交部和商务部联合发布了《,19,0,0,,,,,,,,
495,推动,effect,共建丝绸之路经济带和21世纪海上丝绸之路的愿景与行动》,27,1,26,,,,,,,,
496,使得,cause,才会从本质上,6,0,0,,,,,,,,
496,使得,effect,风险的配置是真正有效率的,12,1,12,,,,,,,,
498,造成,cause,会对企业经营及民众的生活和财富积累,17,3,6,8,17,,,,,,
498,造成,effect,巨大的影响,5,0,0,,,,,,,,
500,促使,cause,地区局势动荡,6,1,6,,,,,,,,
500,促使,effect,投资者买入美元资产避险,11,1,11,,,,,,,,
500,带来,cause,欧元区政策的再宽松也会给美债,14,1,9,,,,,,,,
500,带来,effect,“溢出效应”,6,1,6,,,,,,,,
500,引发,cause,能有效缓解一部分由于美元汇率走强,16,11,16,,,,,,,,
500,引发,effect,的资金外流压力,7,2,7,,,,,,,,
502,推动,cause,也使得为,4,0,0,,,,,,,,
502,推动,effect,增长而向实体经济领域投放的货币数量增加,19,4,19,,,,,,,,
502,使得,cause,这些微观主体的纳入,9,3,9,,,,,,,,
502,使得,effect,宏观调控部门可以通过政策操作影响金融市场价格,22,1,22,,,,,,,,
502,促进,cause,既拓宽了企业的融资渠道、改变了以往过分依赖间接融资的局面、,29,2,11,15,28,,,,,,
502,促进,effect,了一大批企业的成长发展,11,5,11,,,,,,,,
504,使得,cause,齐鲁银行发生的伪造金融票证案,14,1,14,,,,,,,,
504,使得,effect,城商行过度扩张的风险显现,12,1,12,,,,,,,,
504,带来,cause,分行建设新增人工、网点等,12,1,12,,,,,,,,
504,带来,effect,的成本较高,5,2,5,,,,,,,,
505,使,cause,取消贷款利率下限会,9,1,8,,,,,,,,
505,使,effect,债券类产品和非标类产品发生较大变动,17,1,17,,,,,,,,
507,使得,cause,前期欧债危机爆发,8,3,8,,,,,,,,
507,使得,effect,流动性紧缩,5,1,5,,,,,,,,
507,推动,cause,实物需求是,5,1,4,,,,,,,,
507,推动,effect,金价持续反弹的主要动力之一,13,1,6,,,,,,,,
507,带来,cause,考虑到协定限制、出售,10,4,10,,,,,,,,
507,带来,effect,的资金规模以及出售行为需要的相关决策程序,20,2,20,,,,,,,,
508,带来,cause,在挤占收益的同时,8,2,5,,,,,,,,
508,带来,effect,越来越高的管理风险,9,1,9,,,,,,,,
509,使得,cause,银行股的涨升,6,1,6,,,,,,,,
509,使得,effect,各路资金开始担心有资金在拉指数出货,17,1,17,,,,,,,,
509,带来,cause,因为这种模式会,7,0,0,,,,,,,,
509,带来,effect,短线A股的震荡行情,9,1,9,,,,,,,,
511,使得,cause,整体偏空的宏观环境,9,1,9,,,,,,,,
511,使得,effect,沪深市场更多的将面临下行压力,14,1,14,,,,,,,,
511,带来,cause,短期看我们认为实体层面,11,0,0,,,,,,,,
511,带来,effect,的担忧心理暂难缓解,9,2,9,,,,,,,,
511,使得,cause,后期即将发布的各项数据料同样将,15,3,11,,,,,,,,
511,使得,effect,两市面临压力,6,1,6,,,,,,,,
511,带来,cause,还是乌克兰地缘政治博弈,11,3,11,,,,,,,,
511,带来,effect,的全球一系列连锁反应,10,2,10,,,,,,,,
512,使得,cause,在页岩气上的发现,8,1,8,,,,,,,,
512,使得,effect,其对天然气的依赖程度大幅降低,14,2,14,,,,,,,,
513,使得,cause,“市场的火热现象,8,2,8,,,,,,,,
513,使得,effect,房企销售业绩飙涨,8,1,8,,,,,,,,
515,使得,cause,“‘独家承保’,7,2,7,,,,,,,,
515,使得,effect,辽宁省境内的参保农民都能够得到无差异的优质服务”,24,7,23,,,,,,,,
515,导致,cause,并且避免了由于承保人经营管理能力的差别,19,8,19,,,,,,,,
515,导致,effect,的被保险人服务感知的差别”,13,2,12,,,,,,,,
517,招致,cause,特别是近几年伴随着房价飞涨而,14,10,13,,,,,,,,
517,招致,effect,的层层政策调控打压,9,2,9,,,,,,,,
518,推动,cause,二是前几年商誉是,8,0,0,,,,,,,,
518,推动,effect,民企资产上升的动力之一,11,1,6,,,,,,,,
518,使得,cause,但因经济增长放缓,8,3,8,,,,,,,,
518,使得,effect,部分公司的业绩未能兑现,11,3,11,,,,,,,,
519,推动,cause,这也使得地产股今年在消息,12,0,0,,,,,,,,
519,推动,effect,下屡屡出现单日大幅上涨,11,6,11,,,,,,,,
519,使得,cause,而温总理昨日的讲话直接,11,0,0,,,,,,,,
519,使得,effect,市场热情受到挫伤,8,1,8,,,,,,,,
520,带来,cause,二是我国产业政策的新发展思路也给市场,18,5,14,,,,,,,,
520,带来,effect,新的选股思路,6,1,6,,,,,,,,
520,使,cause,三是抑制新股炒作的政策也将,13,3,11,,,,,,,,
520,使,effect,资金流向出现了新动向,10,1,10,,,,,,,,
521,促进,cause,是落实党中央、国务院关于深化金融改革和,19,13,18,,,,,,,,
521,促进,effect,资本市场健康发展决策部署的一项重要举措,19,1,8,,,,,,,,
521,使得,cause,合理的票面利率设置,9,1,9,,,,,,,,
521,使得,effect,国债期货能准确反映2年期国债的收益率水平,20,1,20,,,,,,,,
522,引发,cause,津巴布韦的政治变局近日,11,1,9,,,,,,,,
522,引发,effect,持续关注,4,1,4,,,,,,,,
522,造成,cause,仅欧盟的制裁就给津巴布韦,12,2,6,,,,,,,,
522,造成,effect,至少420亿美元的损失,11,1,11,,,,,,,,
522,带来,cause,在西方长期制裁给津巴布韦的经济与社会发展,20,2,7,,,,,,,,
522,带来,effect,严重后果的情况下,8,1,4,,,,,,,,
522,导致,cause,大开“印钞机”导致恶性通胀蔓延激进的土地改革,22,1,22,,,,,,,,
522,导致,effect,国际金融机构和西方国家对津巴布韦进行经济制裁,22,1,22,,,,,,,,
523,带来,cause,这主要得益于支付体系的现代化、金融市场发展,21,7,14,16,21,,,,,,
523,带来,effect,的融资便利、银行流动性管理能力的提升等市场因素,23,2,5,7,18,,,,,,
523,使得,cause,二是金融市场快速发展,10,3,10,,,,,,,,
523,使得,effect,商业银行有更方便的融资渠道,13,1,13,,,,,,,,
524,使得,cause,再融资新规的发布,8,1,8,,,,,,,,
524,使得,effect,可转债市场迎来了新机遇,11,1,11,,,,,,,,
524,使得,cause,再融资新规的发布则,9,1,8,,,,,,,,
526,使得,cause,传统的分散化融资管理,10,1,10,,,,,,,,
526,使得,effect,集团欠缺合理的融资结构,11,1,11,,,,,,,,
526,带来,cause,统一融资窗口、避免因分散融资,14,11,15,,,,,,,,
526,带来,effect,的隐形效率损失,7,2,7,,,,,,,,
527,推动,cause,其投资方也成为,7,0,0,,,,,,,,
527,推动,effect,兼并重组的主要力量,9,1,4,,,,,,,,
527,推动,cause,促成了大额海外并购频现、VCPE等投资方策略性,23,4,11,,,,,,,,
527,推动,effect,以实现资本退出等多种因素助推了并购市场的持续繁荣,24,2,7,16,24,,,,,,
527,使得,cause,近年来较为缓慢的IPO发行节奏则,16,5,15,,,,,,,,
527,使得,effect,更多企业取道借壳登陆资本市场,14,3,14,,,,,,,,
530,推动,cause,也在某种程度上,7,0,0,,,,,,,,
530,推动,effect,了同业理财业务的发展,10,2,10,,,,,,,,
531,促使,cause,宽松的货币政策,7,1,7,,,,,,,,
531,促使,effect,富余的资金流向股市的同时,12,1,9,,,,,,,,
531,带来,cause,有效的应对资产荒,8,1,8,,,,,,,,
531,带来,effect,的压力”,4,0,0,,,,,,,,
531,促进,cause,提高负债来源的稳定性、,11,1,10,,,,,,,,
531,促进,effect,负债来源的多元化,8,1,8,,,,,,,,
532,使得,cause,而个股大面积停牌,8,2,8,,,,,,,,
532,使得,effect,基金持有单一个股大面积超过10%的红线,19,1,19,,,,,,,,
532,造成,cause,大量个股停牌无法交易是,11,3,10,,,,,,,,
532,造成,effect,基金大面积被动超限持股的主因,14,1,11,,,,,,,,
533,导致,cause,继收紧“两融”业务,9,2,9,,,,,,,,
533,导致,effect,股市1.19暴跌后,9,1,8,,,,,,,,
533,引起,cause,这次证监会禁止券商代销伞形信托的消息,18,3,18,,,,,,,,
533,引起,effect,了市场高度关注,7,2,7,,,,,,,,
534,使得,cause,更为重要的会,6,0,0,,,,,,,,
534,使得,effect,进入住房市场的购买者越来越少,14,1,14,,,,,,,,
537,导致,cause,此前也有媒体报道过有投资者因为支付宝账户被盗,22,16,22,,,,,,,,
537,导致,effect,余额宝的份额被赎回并转出的情况,15,1,12,,,,,,,,
537,导致,cause,手机丢失,4,1,4,,,,,,,,
537,导致,effect,投资账户损失的报道也常见诸报端,15,1,6,,,,,,,,
538,推动,cause,二是为了遏制存款的流失而主动,14,5,11,,,,,,,,
538,推动,effect,存款产品利率的市场化,10,1,10,,,,,,,,
539,导致,cause,近几年外汇占款所,8,4,7,,,,,,,,
539,导致,effect,基础货币的被动高额投放,11,1,11,,,,,,,,
539,迫使,cause,今年以来全球蔓延的量化宽松,13,5,13,,,,,,,,
539,迫使,effect,央行已重启28天期逆回购证券、票据,17,1,17,,,,,,,,
539,促进,cause,公益信托能,5,1,4,,,,,,,,
539,促进,effect,我国社会保障事业的发展,11,1,11,,,,,,,,
540,使得,cause,而后续增持,5,4,5,,,,,,,,
540,使得,effect,总耗资接近280亿元,10,2,10,,,,,,,,
540,使得,cause,养老保险等品种的进一步开发,13,1,13,,,,,,,,
540,使得,effect,保险机构迫切需要打通产业链相关投资渠道,19,1,19,,,,,,,,
540,导致,cause,经济去杠杆化必然,8,1,6,,,,,,,,
540,导致,effect,信用风险加大,6,1,6,,,,,,,,
542,促使,cause,地区局势动荡,6,1,6,,,,,,,,
542,促使,effect,投资者买入美元资产避险,11,1,11,,,,,,,,
542,带来,cause,欧元区政策的再宽松也会给美债,14,1,9,,,,,,,,
542,带来,effect,“溢出效应”,6,1,6,,,,,,,,
542,引发,cause,能有效缓解一部分由于美元汇率走强,16,11,16,,,,,,,,
542,引发,effect,的资金外流压力,7,2,7,,,,,,,,
544,促进,cause,对冲基金业的发展可以,10,1,8,,,,,,,,
544,促进,effect,我国基金业的竞争,8,1,8,,,,,,,,
545,由于,cause,该类产品发行数量稀少,10,3,10,,,,,,,,
545,由于,effect,“1年以上期外币产品收益率大幅上升主要是,20,7,17,,,,,,,,
545,推动,cause,因此一旦有银行提高某款产品收益率就将,18,6,16,,,,,,,,
545,推动,effect,整体产品收益率大幅上升,11,1,11,,,,,,,,
546,使得,cause,银泰证券同样认为资金的分流,13,9,13,,,,,,,,
546,使得,effect,两市上行压力逐步增大,10,1,10,,,,,,,,
547,使得,cause,但我国营销员制度的先天缺陷,13,2,13,,,,,,,,
547,使得,effect,这些风险很难影响到营销员,12,0,0,,,,,,,,
547,使得,cause,尽管银保渠道的出现和发展,12,3,12,,,,,,,,
547,使得,effect,寿险销售渠道再一次拓展,11,1,11,,,,,,,,
551,由于,cause,场内外资金在当前点位仍未形成一致,16,1,16,,,,,,,,
551,由于,effect,无奈的是,4,0,0,,,,,,,,
551,带来,cause,继续看好息差、资产质量改善,13,1,13,,,,,,,,
551,带来,effect,的行业ROE企稳回升,10,2,10,,,,,,,,
553,促进,cause,主要是发挥“,6,0,0,,,,,,,,
553,促进,effect,信托业务更加规范开展,10,1,10,,,,,,,,
553,导致,cause,二是信托登记公示,8,3,8,,,,,,,,
553,导致,effect,信托计划的私密性缺乏,10,1,10,,,,,,,,
553,引发,cause,这在一定程度上会,8,0,0,,,,,,,,
553,引发,effect,高净值客户对于财产隐私暴露的担忧,16,1,16,,,,,,,,
554,推动,cause,尤其是国家层面,7,0,0,,,,,,,,
554,推动,effect,整个‘健康中国’的发展,11,1,11,,,,,,,,
554,使得,cause,过于庞大的人口基数,9,1,9,,,,,,,,
554,使得,effect,社保的改革缓慢,7,1,7,,,,,,,,
554,使得,cause,三者复杂的利益关系,9,3,9,,,,,,,,
554,使得,effect,商业健康保险市场中存在着大量的道德风险和逆向选择,24,1,24,,,,,,,,
554,导致,cause,现有的买单式医疗保险模式是,13,4,12,,,,,,,,
554,导致,effect,保险公司难以控制道德风险的根本原因,17,1,12,,,,,,,,
557,使得,cause,民间借贷风险的隐蔽性和波及主体的广泛性,19,1,10,12,19,,,,,,
557,使得,effect,民间借贷风险极其难以控制,12,1,12,,,,,,,,
557,造成,cause,并且在风险爆发后容易,10,4,10,,,,,,,,
557,造成,effect,严重的群体事件,7,4,7,,,,,,,,
558,带来,cause,产品需求下降、价格回落,11,1,6,8,11,,,,,,
558,带来,effect,的企业盈利能力下降、经营亏损、偿债指标恶化,21,2,9,11,14,16,21,,,,
559,使,cause,匮乏的金融服务,7,1,7,,,,,,,,
559,使,effect,得到银行开户难,7,2,7,,,,,,,,
560,带来,cause,全球金融危机的爆发给中国保险业,15,1,9,,,,,,,,
560,带来,effect,了许多重要警示,7,0,0,,,,,,,,
560,推动,cause,信息化建设有利于,8,1,5,,,,,,,,
560,推动,effect,保险业实现从产品中心向客户中心的转变,18,1,18,,,,,,,,
561,推动,cause,央行也有意通过“锁长放短”的操作,16,8,16,,,,,,,,
561,推动,effect,收益率曲线变得更加陡峭,11,1,11,,,,,,,,
562,引发,cause,这次“波动”在很大程度上源于银行的资产负债结构,23,15,23,,,,,,,,
562,引发,effect,了多轮震荡冲击,7,2,7,,,,,,,,
562,造成,cause,轻微的流动性冲击会,9,1,8,,,,,,,,
562,造成,effect,很大的流动性波澜,8,1,8,,,,,,,,
562,使得,cause,而今年上半年由于大量套利资金流入,16,9,16,,,,,,,,
562,使得,effect,基础货币投放有所回升,10,1,10,,,,,,,,
562,推动,cause,而是开发出投行与同业业务共同,14,6,12,,,,,,,,
562,推动,effect,的商业模式投行化的演进路径,13,2,11,,,,,,,,
564,使得,cause,巨幅的杀跌,5,1,5,,,,,,,,
564,使得,effect,多头的抵抗变得毫无意义,11,1,11,,,,,,,,
564,推动,cause,去库存接近尾声,7,1,7,,,,,,,,
564,推动,effect,了原料采购增长、生产扩张,12,2,7,9,12,,,,,,
565,使得,cause,我们独特的全球网络和对当地市场的认知,18,1,18,,,,,,,,
565,使得,effect,我们在帮助中国企业“走出去”时独具优势,19,4,19,,,,,,,,
565,推动,cause,长期来看还能有力,8,0,0,,,,,,,,
565,推动,effect,银行主动调整单纯依靠规模扩张的发展战略,19,1,19,,,,,,,,
565,使得,cause,我们的国际网络也,8,3,7,,,,,,,,
565,使得,effect,我们为员工提供良好的在职培训和事业发展机会,21,3,21,,,,,,,,
566,使,cause,公开市场祭出巨量逆回购,11,1,11,,,,,,,,
566,使,effect,流动性压力得以趋缓,9,1,9,,,,,,,,
566,促使,cause,超调后配置机构的介入也,11,1,10,,,,,,,,
566,促使,effect,一级市场中标利率持续走低,12,1,12,,,,,,,,
566,推动,cause,从而有利于,5,0,0,,,,,,,,
566,推动,effect,二级市场回购利率下行,10,1,10,,,,,,,,
568,促进,cause,新型农业经营主体在保障国家粮食安全、带动小农户脱贫致富、,28,10,17,19,27,,,,,,
568,促进,effect,农业供给侧结构性改革方面都发挥了重要作用,20,1,10,,,,,,,,
569,造成,cause,股市下跌显然是,7,1,4,,,,,,,,
569,造成,effect,基金总规模大幅缩水的主要原因,14,1,9,,,,,,,,
570,导致,cause,我国银行间债券市场更多受到了央行货币政策连续收紧及由此,27,15,24,,,,,,,,
570,导致,effect,的流动性冲击有关,8,2,6,,,,,,,,
571,因为,cause,央行回收流动性,7,1,7,,,,,,,,
571,因为,effect,分析人士认为这主要,9,0,0,,,,,,,,
571,带来,cause,从而给新增资金,7,0,0,,,,,,,,
571,带来,effect,新的炒作预期,6,1,6,,,,,,,,
574,引起,cause,近期大热的动画电影《大圣归来》,15,3,15,,,,,,,,
574,引起,effect,了投资界的关注,7,2,7,,,,,,,,
574,促进,cause,十部委发布的《关于,9,0,0,,,,,,,,
574,促进,effect,互联网金融健康发展的指导意见》中提出,18,1,9,,,,,,,,
574,推动,cause,是其全面,4,0,0,,,,,,,,
574,推动,effect,互联网PE战略实施的重要步骤,14,1,14,,,,,,,,
575,使得,cause,产品线快速推进以及业务多元化,14,1,7,10,14,,,,,,
575,使得,effect,各大基金公司颇为受益,10,1,10,,,,,,,,
578,迫使,cause,鉴于全球经济增速放缓、欧元下跌,15,3,10,12,15,,,,,,
578,迫使,effect,美元大幅上涨、美国原油库存屡创历史新高等因素影响,24,1,6,8,19,,,,,,
578,使得,cause,目前再次受到欧债危机的拖累,13,7,13,,,,,,,,
578,使得,effect,全球石油需求增长明显放缓,12,1,12,,,,,,,,
578,导致,cause,全球经济的天平两端同时下沉必然,15,1,13,,,,,,,,
578,导致,effect,原油价格的重心滑落,9,1,9,,,,,,,,
578,带来,cause,即并非高经济增长就会,10,4,8,,,,,,,,
578,带来,effect,更多的原油需求”,8,1,7,,,,,,,,
578,引发,cause,全球金融市场的失血会,10,1,9,,,,,,,,
578,引发,effect,股市和商品市场的大幅下跌,12,1,12,,,,,,,,
578,引发,cause,二是美国经济向好,8,3,8,,,,,,,,
578,引发,effect,美元的强势,5,1,5,,,,,,,,
578,导致,cause,第一种情况会,6,0,0,,,,,,,,
578,导致,effect,原油下跌,4,1,4,,,,,,,,
580,导致,cause,供过于求的基本面加上美元走强,14,1,8,11,14,,,,,,
580,导致,effect,了价格泡沫破裂后的长期疲软,13,2,13,,,,,,,,
580,使得,cause,市场的恐慌和资金的撤离,11,1,5,7,11,,,,,,
580,使得,effect,布伦特油价一度下探至30美元,14,1,14,,,,,,,,
580,推动,cause,我们依然需要考虑到,9,0,0,,,,,,,,
580,推动,effect,油价剧烈上涨的小概率风险,12,1,6,,,,,,,,
581,推动,cause,希望借助两者的结合来,10,0,0,,,,,,,,
581,推动,effect,信托业务的发展”,8,1,7,,,,,,,,
582,因为,cause,市场的有利变化获得更高的收益,14,1,14,,,,,,,,
582,因为,effect,又有机会,4,0,0,,,,,,,,
582,带来,cause,使得降准,4,,,,,,,,,,
582,带来,effect,的约束作用显著减小,9,2,9,,,,,,,,
582,带来,cause,此举主要是针对银行委外资金加杠杆入债市,19,8,19,,,,,,,,
582,带来,effect,的债市利益输送等潜藏问题,12,2,12,,,,,,,,
585,引起,cause,其可贸易部门的劳动生产率的提高会,16,3,15,,,,,,,,
585,引起,effect,非贸易部门的工资以及价格上涨,14,1,14,,,,,,,,
585,导致,cause,在可贸易部门劳动生产率相对提高,15,2,15,,,,,,,,
585,导致,effect,实际汇率升值期间,8,1,6,,,,,,,,
585,推动,cause,同时也需要,5,0,0,,,,,,,,
585,推动,effect,市场形成汇率双向波动的预期,13,1,10,,,,,,,,
585,推动,cause,名义汇率升值压力,8,1,8,,,,,,,,
585,推动,effect,实际汇率升值,6,1,6,,,,,,,,
586,使得,cause,房价的回落也,6,1,5,,,,,,,,
586,使得,effect,近几个月的居住相关价格环比涨幅显著低于历史同期,23,6,23,,,,,,,,
586,造成,cause,而在2010年以后理财产品大量发行也曾经,20,10,17,,,,,,,,
586,造成,effect,居民存款减少的现象出现,11,1,11,,,,,,,,
588,使得,cause,预算软约束,5,1,5,,,,,,,,
588,使得,effect,大量银行贷款沉淀下来,10,1,10,,,,,,,,
588,使,cause,这种区别也许会,7,0,0,,,,,,,,
588,使,effect,未来的重组结果和处置效率产生较大的差异,19,4,19,,,,,,,,
589,促进,cause,二是有利于,5,0,0,,,,,,,,
589,促进,effect,上海金融业的产品创新,10,1,10,,,,,,,,
589,带来,cause,利率市场化进程的展开以及由此,14,1,10,,,,,,,,
589,带来,effect,的金融创新,5,2,5,,,,,,,,
589,使得,cause,债券市场丰富的产品期限,11,1,11,,,,,,,,
589,使得,effect,资金可在长、短期债券市场,12,1,12,,,,,,,,
590,使得,cause,市场噪音的干扰,7,1,7,,,,,,,,
590,使得,effect,计量人员需要在海量交易信息中动态甄别,18,1,18,,,,,,,,
593,带来,cause,一是由基础市场上涨,9,4,9,,,,,,,,
593,带来,effect,的净值上涨,5,2,5,,,,,,,,
593,导致,cause,二是由于市场追涨,8,5,8,,,,,,,,
593,导致,effect,溢价被推高,5,1,5,,,,,,,,
593,导致,cause,也是令市场有更高预期去追涨,13,4,13,,,,,,,,
593,导致,effect,溢价提高的基础,7,1,4,,,,,,,,
593,导致,cause,如此的高溢价,6,4,6,,,,,,,,
593,导致,effect,逐利资金大量涌入,8,1,8,,,,,,,,
594,带来,cause,将为A股市场引进境外长线资金,14,3,14,,,,,,,,
594,带来,effect,深远的影响,5,0,0,,,,,,,,
594,触发,cause,A股市场风险溢价回落将是,12,1,10,,,,,,,,
594,触发,effect,市场反弹的重要催化剂,10,1,10,,,,,,,,
594,推动,cause,市场风险评价改善将,9,1,8,,,,,,,,
594,推动,effect,蓝筹板块估值上升,8,1,8,,,,,,,,
598,使得,cause,光大证券的遭遇,7,1,7,,,,,,,,
598,使得,effect,整个行业颇为震动,8,1,8,,,,,,,,
599,使得,cause,但A股昨日的下跌走势仍然,12,2,10,,,,,,,,
599,使得,effect,一些市场人士感到意外,10,3,10,,,,,,,,
601,导致,cause,而是由于人民币贬值预期,11,5,11,,,,,,,,
601,导致,effect,企业结汇减少,6,1,6,,,,,,,,
601,使得,cause,外汇占款反弹客观上,9,1,6,,,,,,,,
601,使得,effect,银行间市场流动性得到改善,12,1,12,,,,,,,,
604,使得,cause,这种转变将,5,0,0,,,,,,,,
604,使得,effect,债券市场运行效率得到提高,12,1,12,,,,,,,,
604,因为,cause,资本市场较高的无风险利率而被投资者认为收益难以匹配风险,27,1,12,15,27,,,,,,
604,因为,effect,另一方面发行限制较少的中小企业私募债却,19,5,18,,,,,,,,
604,使得,cause,国有企业预算软约束的存在,12,1,12,,,,,,,,
604,使得,effect,我国金融市场的无风险利率远远高于国债利率,20,1,20,,,,,,,,
605,使得,cause,互联网的元素,6,1,6,,,,,,,,
605,使得,effect,金融操作更为灵活,8,1,8,,,,,,,,
605,促进,cause,整个行业用“新实践、新活力、新融合”,18,1,18,,,,,,,,
605,促进,effect,更稳定、更普惠的新金融体系形成,15,1,15,,,,,,,,
607,带来,cause,激进、动荡,5,1,2,4,5,,,,,,
607,带来,effect,的信仰缺失,5,2,5,,,,,,,,
608,推动,cause,外汇占款增长放缓、社会融资进入中低速增长都会,22,1,8,10,20,,,,,,
608,推动,effect,M2进入中低速增长,9,1,9,,,,,,,,
608,带来,cause,我们同样看好节后流动性好转,13,7,13,,,,,,,,
608,带来,effect,的信用利差收窄,7,2,7,,,,,,,,
609,使得,cause,12月份沪深300的大涨,12,5,12,,,,,,,,
609,使得,effect,期货合约基差大幅扩大,10,1,10,,,,,,,,
609,导致,cause,“加杠杆效应会,7,2,6,,,,,,,,
609,导致,effect,2015年市场波动幅度加大,13,6,13,,,,,,,,
609,使得,cause,因为较高的夏普比意味着较低的亏损概率才会,20,3,18,,,,,,,,
609,使得,effect,产品具备低风险的特征,10,1,10,,,,,,,,
610,引起,cause,有一个惯例,5,0,0,,,,,,,,
610,引起,effect,市场参与者的注意,8,0,0,,,,,,,,
612,使得,cause,长期而言退市制度完善将,11,5,10,,,,,,,,
612,使得,effect,壳资源价值下降,7,1,7,,,,,,,,
613,带来,cause,外围股市的全面上涨使得上周外围股市大跌给A股,22,1,9,,,,,,,,
613,带来,effect,的悲观情绪有所缓解,9,2,9,,,,,,,,
613,使得,cause,再加上CPI等数据偏低,11,4,11,,,,,,,,
613,使得,effect,市场对于下半年降息、降准预期升温,16,1,16,,,,,,,,
615,使得,cause,新的打新政策,6,1,6,,,,,,,,
615,使得,effect,公募打新基金的收益,9,1,9,,,,,,,,
616,带来,cause,从而给新宙邦、欣旺达、德赛电池等个股,18,0,0,,,,,,,,
616,带来,effect,新的产业需求,6,1,6,,,,,,,,
617,使得,cause,市场对IPO加速的担忧,11,1,11,,,,,,,,
617,使得,effect,小市值品种纷纷暴跌,9,1,9,,,,,,,,
617,使得,cause,但改革将会,5,0,0,,,,,,,,
617,使得,effect,经济放缓的趋势变得缓慢,11,1,11,,,,,,,,
617,带来,cause,天然气产业趋势必然会,10,1,7,,,,,,,,
617,带来,effect,金卡股份等个股的价值成长机会,14,1,14,,,,,,,,
618,引发,cause,除了“曹妃甸自贸区方案上报国务院”,17,3,17,,,,,,,,
618,引发,effect,的京津冀地区个股炒作外,11,2,10,,,,,,,,
618,带来,cause,有望为A股,5,0,0,,,,,,,,
618,带来,effect,数百亿元的新增资金,9,1,9,,,,,,,,
618,引发,cause,信用风险发酵,6,1,6,,,,,,,,
618,引发,effect,市场进一步担忧,7,1,7,,,,,,,,
619,造成,cause,美国的经济态势和政策前景也会,14,1,12,,,,,,,,
619,造成,effect,全球溢出效应,6,1,6,,,,,,,,
619,带来,cause,由于财政紧缩和经济向好,11,3,6,8,11,,,,,,
619,带来,effect,的税源增加,5,2,5,,,,,,,,
619,使得,cause,批准对叙利亚动武会,9,1,8,,,,,,,,
619,使得,effect,一些国会议员开始考虑,10,1,10,,,,,,,,
619,触发,cause,战争的风险也,6,1,5,,,,,,,,
619,触发,effect,黄金避险买盘,6,1,6,,,,,,,,
620,使,cause,但城镇化和下游地产需求旺盛仍,14,2,13,,,,,,,,
620,使,effect,我们看好投资增长的前景,11,3,11,,,,,,,,
620,使得,cause,上周四指数冲高回落,9,4,9,,,,,,,,
