article,sentence,keyword,cause,effect
143,127,因此,我国信用评级制度尚未能在我国中小企业市场发挥域外市场信用评级制度般的重要作用,激活私募债券市场的活力
143,142,导致,中小企业的财务信息具有隐蔽性与非公开性的特,中小企业最后所获得的信用评级与其实际情况存在偏差
143,142,导致,外部各方对中小企业财务信息及相关状况的获悉具有信息不对称性,中小企业最后所获得的信用评级与其实际情况存在偏差
143,142,导致,获得资料的有限性与准确性,中小企业最后所获得的信用评级与其实际情况存在偏差
143,159,导致,中介机构在推进私募债券发展过程中缺乏向心力与凝聚力,私募债券发行与交易受阻
143,163,因此,检查与考核等执业,评级机构在债券市场中经营行为与标准亟待规范与整顿
143,172,使得,我国私募债券信用增级的法律环境不明朗,我国私募发行的法律体系建设没有得到基本法层面上的理论支持
143,182,导致,自律性规则在强制执行效力等方面远远低于法律法规和部门规章,资本市场的混乱
143,182,导致,中小企业私募债券党的发规则层级提升一个层次,资本市场的混乱
143,187,因为,投资者不够成熟,信息披露法规的不健全
143,187,因为,债券市场欺诈行为较多,信息披露法规的不健全
143,189,导致,立法的缺失,信息披露规则的模糊
143,189,导致,立法的缺失,为信用增级体系建设的障碍
143,189,导致,法律法规衔接的不足,信息披露规则的模糊
143,189,导致,法律法规衔接的不足,为信用增级体系建设的障碍
143,200,凭借,信用优势,企业债券担保的主力
143,206,使,通过市场声誉的提高、资产积累的增加、资产结构的优化及经营管理的改善,信用水平提高
143,208,所以,目前内部增信措施,中小企业私募债券内部增信制度仍存在很大的创新空间
143,209,从而,保证中小企业私募债券的顺利发行,设置有效的增信方式
143,209,从而,中小企业在设计私募债券方案时，应在最大程度上挖掘增信资源,设置有效的增信方式
143,213,使得,要求抵押或者质押的资产价值较高，折旧率较低而且变现能力较强,违约时债券持有人权益保障程度更高
143,229,从而,中小企业分层集合债券实际上就是以垃圾债券为标的资产的金融产品,满足不同投资者的需求
143,229,从而,借助于资产证券化,满足不同投资者的需求
143,229,从而,将不同收益和不同风险的债券重新打包,满足不同投资者的需求
143,234,促进,我国中小企业集合债券主要依靠外部增信,私募债券的发行
143,234,促进,以内部增信带动外部增信的模式,私募债券的发行
143,250,因此,我国中小企业私募债券，大多依靠外部信用增级方式进行信用增级,扩展中小企业私募债券外部增信制度
143,250,因此,我国外部信用增级的种类较少而且不够完善,扩展中小企业私募债券外部增信制度
143,253,促进,专门担保机构应当结合中小企业财务状况与发债成本等多种因素调整担保费用的同时，降低或者科学设计合理的反担保措施,中小企业第三方担保增信发展
143,255,使得,地方国企对符合相关产业发展的发债的中小企业给与倾斜性鼓励与支持,发债债券信用级别提高
143,255,使得,地方国企对符合相关产业发展的发债的中小企业给与倾斜性鼓励与支持,吸引更多投资者的青睐
143,255,使得,加大对中小企业私募债券发行担保力量的投入,发债债券信用级别提高
143,255,使得,加大对中小企业私募债券发行担保力量的投入,吸引更多投资者的青睐
143,261,造成,中小企业私募债券增信方面,金融链条延续性崩溃
143,261,造成,参与增信风险较大,金融链条延续性崩溃
143,267,促进,评级机构对中小企业进行客观、公正的信用评级,债券参与主体间的相互合作
143,267,促进,评级机构对中小企业进行客观、公正的信用评级,防范商业风险
143,267,促进,以第三方的视角对企业的实际情况进行揭示，降低信息不对称程度,债券参与主体间的相互合作
143,267,促进,以第三方的视角对企业的实际情况进行揭示，降低信息不对称程度,防范商业风险
143,284,决定,财务风险的判断主要是依靠企业的会计报表，会计报表的真实可靠,断的准确性
143,298,作用,发挥政府的推动,证券产品日益多元化
143,298,作用,发挥政府的推动,场是不能实现证券市场的繁荣
143,302,由于-因此,中小企业私募债券增信制度的建设,提升私募债券的立法层级具有现实紧迫性
143,314,决定,对券商在资本市场运作中的引导与监督是否得当与正确直接,中小企业私募债券市场是否能健康发展
143,328,促进,严格规范了担保公司的准入门槛,监管行业的发展
143,337,促进,对信用评级机构的正确引导与监管,增信体系建立健全
143,338,促进,放松私募债券市场管制,市场化运行
143,338,促进,放松私募债券市场管制,扩大信用评级业务的市场需求
143,340,引起,统一硬性指标、关键性指标以,数据不科学
143,340,引起,统一硬性指标、关键性指标以,评级不准确
143,340,引起,应当增强信用评级机构的独立性与权威性,数据不科学
143,340,引起,应当增强信用评级机构的独立性与权威性,评级不准确
143,340,引起,利益纷争,数据不科学
143,340,引起,利益纷争,评级不准确
144,72,使得,利率市场化加速、资本约束强化,同业规模在短期内迅速增加
144,72,使得,商业银行尤其是中小银行在信贷规模受限的情况下不断拓展同业业务,同业规模在短期内迅速增加
144,81,作用,同业业务的过度扩张使得银行资产负债规模的壮大脱离了实体经济基础,边缘化
144,81,作用,银行对实体经济作用的弱化,边缘化
144,81,作用,银行社会角色,边缘化
144,82,从而,同业业务过度扩张所,限制商业银行的过度扩张
144,82,从而,监管部门能够通过存贷比这一监管指标控制商业银行的杠杆水平,限制商业银行的过度扩张
144,86,使得,各银行间同业业务环环相扣,金融市场系统性风险急剧增加
144,86,使得,各银行间同业业务环环相扣,影响金融系统整体稳定
144,127,因此,票据贴现之后将纳入信贷规模统计,利用买入返售操作将此部分资产从信贷规模中消去成为越来越普遍的现象
144,127,因此,而买入返售的票据则纳入同业业务规模,利用买入返售操作将此部分资产从信贷规模中消去成为越来越普遍的现象
144,129,由于,农信社利用会计制度漏洞帮助商业银行消规模的操作受到监管部门的严厉监管和调查,达到资产出表的目的
144,129,由于,商业银行更多的运用各类跨金融机构合作方式将票据资产盘活,达到资产出表的目的
144,139,因,操作灵活,商业银行资产出表及扩大收益的理想工具
144,171,由于,利率市场化的不断推进,提高资产周转率或是降低资本需求
144,171,由于,商业银行息差面临不断收窄的趋,提高资产周转率或是降低资本需求
144,171,由于,提升资本回报率,提高资产周转率或是降低资本需求
144,172,使,同业业务操作,资产出表还能够降低风险资本需求
144,173,促进,商业银行目前同业业务发展进行区别引导,商业银行同业业务规范发展
144,175,从而,现行的存贷比监管指标影响到商业银行贷款的发放,流向同业等业务来获取收益
144,175,从而,商业银行的富余资金无法形成贷款,流向同业等业务来获取收益
144,181,使,破除对于商业银行的隐性担保,商业银行为自身经营和风险管理负责，同时建立相应防火墙制度，防止退出风险扩散
144,181,使,破除对于商业银行的隐性担保,推进存款保险制度等发展
144,182,从而,为商业银行提供资产负债端提升资本回报的工具和渠道,目前银行为提高资本回报而采取的监管套利行为
144,184,从而,在负债端可以推进大额可转让存单等工具的运用,保证商业银行在不同方面支持实体经济的发展
144,184,从而,稳定商业银行的负债来源的同时助推商业银行的差异化发展,保证商业银行在不同方面支持实体经济的发展
144,185,促使,推进利率市场化条件下商业银行各项经营管理及风险管理工具的运用,商业银行优化发展
144,185,促使,为建立有效的风险报酬及定价机制拓展空间,商业银行优化发展
144,186,促进,通过“开源节流”,经济良性发展
144,186,促进,提升商业银行对于经济的支持力度,经济良性发展
145,23,从而,发行次级债及时补充了附属资本,提高了资本保障水平
145,32,由于-因此,我国商业银行盈利模式仍主要以净息差为主,商业银行不可避免地面临巨大的资本补充压力
145,32,由于-因此,国内资本市场尚不够发达,商业银行不可避免地面临巨大的资本补充压力
